dm1,dm2
-0.08932522700490349,-0.03598754565487601
-0.08937059592697005,-0.035996143315195926
-0.08923795119570133,-0.0360610870370987
-0.08929001583479108,-0.03583136670261519
-0.089366202120414,-0.03602985897675451
-0.08932077294478892,-0.035978099621642716
-0.08937369236491519,-0.036021669750679976
-0.08945663683982591,-0.03594548887731483
-0.08937436861730694,-0.036034109966772275
-0.0892011659670383,-0.03595391971687027
-0.08918906763949502,-0.036053357091114534
-0.08930641706363322,-0.03608204669236855
-0.08937095206760287,-0.036030440413009235
-0.08937247101209587,-0.03601799313625947
-0.08905205269418277,-0.036601368162833124
-0.08932080792543318,-0.035984667515901646
-0.08931327976776875,-0.03608532334610358
-0.08898490587031027,-0.0363236646291788
-0.08886217688206383,-0.035706360294024464
-0.08937424871824244,-0.03604186845987988
-0.0889876869000293,-0.03633409760410038
-0.08880006595450705,-0.03592944488576353
-0.0893694963133975,-0.03600110167811357
-0.08904698875404385,-0.03660777302541492
-0.08936512375519648,-0.03604044007014374
-0.08895223153247558,-0.03626699294022995
-0.08895025672895894,-0.03656003826414497
-0.08896826477480549,-0.036287844637590945
-0.08932786075937792,-0.0359713242674228
-0.08912138581504953,-0.025972755039678688
-0.08937037067959391,-0.036048930027452644
-0.06570202470769457,-0.03761864950060947
-0.07651836920846186,-0.03775369570390204
-0.08905366754696492,-0.03661496513963967
-0.08904551711109293,-0.03662560349971296
-0.08945693997374218,-0.03594493233117938
-0.08946556168619123,-0.03597240161184135
-0.08870091267098135,-0.035867864749454144
-0.08932977402614319,-0.03600614027256049
-0.06588930135972815,-0.03760691674161028
-0.08889916919313114,-0.03612943472275982
-0.08931477047673875,-0.03592770817593371
-0.08898588113230185,-0.03632724156982315
-0.08902772453803968,-0.03662456978002983
-0.08931601933029536,-0.03596667335216879
-0.08883682711012546,-0.03495093132680023
-0.08888387464443752,-0.035782562475992395
-0.08936652985984223,-0.03602054139673937
-0.08931726864477682,-0.03607916945093559
-0.08936905849906941,-0.036025705404067215
-0.089462232972415,-0.03597041109394089
-0.08903152298682898,-0.03660645817226668
-0.0889821387471372,-0.03631658738357021
-0.08892329353910575,-0.03618093152189057
-0.08935025222313238,-0.03580631559916125
-0.08890260840217915,-0.03591559524412799
-0.08893717219133537,-0.03439204672797046
-0.08932335474623324,-0.035993654030926324
-0.08931762843855012,-0.03591921612403494
-0.08904777029519895,-0.036618470441119384
-0.08904538403348686,-0.036625095537443614
-0.08903889589242954,-0.03662177489752866
-0.08897331422431279,-0.03629209469344982
-0.08902801054041563,-0.036621585262604874
-0.08904225046722904,-0.036554340156648955
-0.08931173861341964,-0.036083074255353426
-0.08895853461242828,-0.03623475840094131
-0.08946140856947911,-0.03596730665902902
-0.08904949779035018,-0.03662388493816203
-0.08931126226423954,-0.035915143618597004
-0.08882491504116609,-0.035978136364754144
-0.08946472568996516,-0.035971154951674536
-0.08930935806146563,-0.03608386888784307
-0.08936941026626125,-0.03604664391927955
-0.08933031312590244,-0.03598416528584636
-0.08877442329752594,-0.035878449713930574
-0.08905051596538634,-0.03659426209554967
-0.08936632659397103,-0.03598416981428844
-0.08946337089464443,-0.03596982070960587
-0.08882502664647358,-0.035994623780130824
-0.0888956822840808,-0.03584508911494836
-0.08905107805746768,-0.036617256869975294
-0.08881661635452182,-0.03571104408191432
-0.08885809622670697,-0.03587619471316245
-0.08946223847098664,-0.03596875435245888
-0.08898344964133803,-0.03632617752898642
-0.0893699350330894,-0.03602400379470578
-0.08930790836954727,-0.03556289474630469
-0.08904901946609547,-0.036607041573564196
-0.08946777574525502,-0.03597476393549627
-0.08900604401830099,-0.03662344063471238
